Geographic;City;share_white;share_black;share_native_american;share_asian;share_hispanic
NY;Callicoon CDP;97.6;0.6;0;0.6;8.4
PA;Callimont borough;97.6;0;0;0;0
TX;Callisburg city;98.3;0;0.3;0;4.5
IA;Calmar city;98;0.3;0;0.1;2
PA;Caln CDP;65.2;26.7;0.4;1.3;10.7
NV;Cal-Nev-Ari CDP;95.1;0.4;0.4;0;4.9
CA;Calpella CDP;68.5;0.4;3.7;0.4;37.7
CA;Calpine CDP;89.8;0;0;0;12.7
PA;Calumet CDP;99.3;0.1;0.2;0;0.3
IA;Calumet city;96.5;3.5;0;0;4.7
MN;Calumet city;95.9;0.3;2.2;0;1.6
IL;Calumet City city;19.2;70.6;0.6;0.3;15
IL;Calumet Park village;6.6;88.3;0.2;0.5;6.8
OK;Calumet town;78.9;0;13.6;0.4;3.9
MI;Calumet village;96.8;0.4;0.4;0.3;2.5
GA;Calvary CDP;78.9;8.7;0.6;0;13
MD;Calvert Beach CDP;86.9;8;0.1;0.7;5.3
AL;Calvert CDP;53.1;35.4;6.9;0;2.2
TX;Calvert city;44;49.2;0;0.3;12.8
KY;Calvert City city;98.1;0.1;0.3;0.4;0.8
MD;Calverton CDP;36.2;37.5;0.4;15.8;14
NY;Calverton CDP;87.2;8;0.2;0.9;7
VA;Calverton CDP;82;10.9;2.5;1.3;2.1
MO;Calverton Park village;53.4;42.2;0.2;0.9;2.9
ND;Calvin city;100;0;0;0;0
OK;Calvin town;83;0;9.5;0.7;7.8
LA;Calvin village;87.4;11.8;0;0;0
CA;Calwa CDP;48.5;1.2;3.3;2.1;90.1
NC;Calypso town;54.8;19.3;0.4;0;26
GA;Camak town;48.6;50;0;0;1.4
IA;Camanche city;97.6;0.6;0.2;0.4;2.1
CA;Camanche North Shore CDP;87.8;0.3;1.4;1.2;15.3
CA;Camanche Village CDP;90;0;1.1;0.9;14.3
TX;Camargito CDP;100;0;0;0;99.5
KY;Camargo city;97.3;0.1;0.4;0.1;2.6
OK;Camargo town;90.4;0.6;2.2;0;8.4
IL;Camargo village;98.7;0;0;0;2.7
CA;Camarillo city;75.1;1.9;0.6;10.2;22.9
MT;Camas CDP;70.7;0;22.4;0;3.4
WA;Camas city;87.4;1;0.6;6;4.1
CA;Cambria CDP;85.6;0.3;0.8;1.3;19.7
IL;Cambria village;96.3;1.4;0;0.2;1.5
WI;Cambria village;91.7;0.8;0.1;0.4;12.1
CA;Cambrian Park CDP;79.2;0.8;0.9;6.7;18
ID;Cambridge city;98.2;0;0.6;0;0.3
IA;Cambridge city;97.1;0.4;0.5;0.6;2.9
KS;Cambridge city;98.8;0;1.2;0;1.2
KY;Cambridge city;96;0.6;0.6;2.3;5.1
MD;Cambridge city;45.9;47.9;0.4;1.3;4.9
MA;Cambridge city;66.6;11.7;0.2;15.1;7.6
MN;Cambridge city;94.5;1;0.5;1.4;1.7
NE;Cambridge city;98.6;0.4;0;0.1;1.3
OH;Cambridge city;92.7;3.4;0.3;0.3;1.2
IN;Cambridge City town;98.5;0.2;0.5;0.3;0.9
PA;Cambridge Springs borough;84.9;12.8;0.3;0.3;3.5
IL;Cambridge village;96.2;1.6;0.3;0.6;2.1
NY;Cambridge village;96.1;1.1;0.1;0.9;1.3
VT;Cambridge village;95.3;0.4;0.4;0;0
WI;Cambridge village;96.8;0.9;0.3;0.5;1.7
ME;Camden CDP;97.3;0.3;0.1;0.9;1.2
NC;Camden CDP;84.3;8.7;0.7;1.3;3.8
AL;Camden city;42;57.4;0.1;0;0.7
AR;Camden city;40.7;56;0.3;0.5;1.6
MO;Camden city;99;0;0;0;0.5
NJ;Camden city;17.6;48.1;0.8;2.1;47
SC;Camden city;62.2;35.1;0.2;0.7;2.4
TN;Camden city;92.7;4.1;0.4;0.3;3.2
MO;Camden Point city;98.1;0.6;0.4;0;1.3
DE;Camden town;66.1;23.6;0.3;3.7;5.5
IN;Camden town;98.2;0.3;0.2;0;0
IL;Camden village;98.8;0;1.2;0;0
MI;Camden village;99.4;0;0.2;0;0.2
NY;Camden village;97.8;0.4;0.3;0.3;0.7
OH;Camden village;98.8;0.1;0.2;0;1.1
WV;Camden-on-Gauley town;100;0;0;0;0
MO;Camdenton city;95;0.3;0.4;0.5;3.7
AZ;Cameron CDP;2.5;0;94;0;4.1
LA;Cameron CDP;92.4;2.5;2;0;2.5
MO;Cameron city;82.9;14.8;0.5;0.5;2
TX;Cameron city;65.6;20.2;0.6;0.4;33.6
WV;Cameron city;98.6;0.2;0;0.4;0.6
CA;Cameron Park CDP;89.1;0.8;1.1;2.3;11.3
TX;Cameron Park CDP;88.4;0.1;0.3;0.1;99.3
NC;Cameron town;71.2;22.5;2.1;0.4;2.1
OK;Cameron town;72.5;0;17.2;0;2
SC;Cameron town;63.2;33.7;0;0.2;1.2
WI;Cameron village;97;0.4;0.2;0.5;2
GA;Camilla city;24.9;69.2;0.3;0.9;4.6
NY;Camillus village;94.2;3.5;0.4;0.2;1.8
CA;Camino CDP;91.7;0.4;0.8;1;11.3
CA;Camino Tassajara CDP;39.9;2.4;0.2;50.8;6.3
AR;Cammack Village city;96.9;0.5;0;1.2;2.3
SD;Camp Crook town;100;0;0;0;1.6
OH;Camp Dennison CDP;75.2;19.5;0;0;2.4
WI;Camp Douglas village;97.5;0.5;0.2;0.3;0.8
PA;Camp Hill borough;88.8;1.8;0.1;6.7;2.7
AL;Camp Hill town;10.2;88.4;0.1;0.1;0.7
WI;Camp Lake CDP;95.9;0.4;0.4;0.5;5.4
CA;Camp Nelson CDP;96.9;0;0;0;6.2
CA;Camp Pendleton North CDP;71.7;9.6;1.6;2.9;22.3
CA;Camp Pendleton South CDP;70.9;9.3;1.4;2.8;24.4
IL;Camp Point village;98;0.2;0.4;0.2;0.9
OR;Camp Sherman CDP;95.7;0;0.4;0.4;0
MD;Camp Springs CDP;11.1;78.8;0.4;2.4;8.2
TX;Camp Swift CDP;63.1;10.5;1.9;0.5;44
MT;Camp Three CDP;93.6;0;4.6;0;0
AZ;Camp Verde town;81.7;0.5;7.2;0.4;16.4
TX;Camp Wood city;89.9;0.7;1.6;0;36.1
FL;Campbell CDP;90.3;2.3;0.2;1.4;15.5
NY;Campbell CDP;97.2;0.1;0;0.1;0.7
CA;Campbell city;66.9;2.9;0.7;16.1;18.4
MN;Campbell city;98.7;0.6;0.6;0;3.2
MO;Campbell city;97.8;0.1;0.3;0.1;2.1
OH;Campbell city;69.1;21.2;0.3;0.4;15.8
TX;Campbell city;90.8;2.2;1.4;0;6
IL;Campbell Hill village;98.5;0;0.3;0.3;0.3
AR;Campbell Station city;96.5;2.7;0.4;0;0
NE;Campbell village;97.4;0;1.2;0;0.9
KY;Campbellsburg city;95.3;2.1;0.1;0.4;0.6
IN;Campbellsburg town;98.5;0.2;0;0.3;1
WI;Campbellsport village;98.2;0.2;0.3;0.2;1
KY;Campbellsville city;86.4;9.5;0.1;0.6;2.1
FL;Campbellton town;33.9;64.8;0;0.4;0.4
PA;Campbelltown CDP;95;1;0.1;2.3;2.3
AZ;Campo Bonito CDP;90.5;0;0;0;18.9
CA;Campo CDP;77.6;4.2;3.4;1.2;29.6
CO;Campo town;89;0;4.6;0.9;12.8
TX;Campo Verde CDP;100;0;0;0;100
SC;Campobello town;86.7;9.4;0;2.2;1.6
LA;Campti town;27.4;70;0.5;0.1;0.8
KY;Campton city;98.2;0;0.2;0;1.4
IL;Campton Hills village;95.4;0.5;0.2;1.8;3.6
CA;Camptonville CDP;74.1;0;9.5;1.3;3.2
VA;Camptown CDP;40.2;57.3;0.1;0;2.6
IL;Campus village;96.4;0;0;0;3.6
VA;Cana CDP;96.3;0.6;0.1;0;2.7
CT;Canaan CDP;95;1.4;0.2;0.6;10.5
IN;Canaan CDP;94.4;0;0;0;1.1
NH;Canaan CDP;94.1;0;0.2;3.1;1.5
VT;Canaan CDP;98.7;0;0;0.5;0.8
MI;Canada Creek Ranch CDP;97.4;0;0.7;0.3;0.3
TX;Canadian city;85.6;0.2;0.5;0.3;33.9
MI;Canadian Lakes CDP;97.2;0.8;0.5;0.4;1.2
OK;Canadian town;80.5;0;10.9;0;3.6
PA;Canadohta Lake CDP;98.8;0;0;0;1.2
NY;Canajoharie village;95;2.2;0.4;0.6;2.3
OH;Canal Fulton city;97;0.6;0.1;0.4;1.5
OH;Canal Lewisville CDP;96.3;1.3;0;0;0.3
FL;Canal Point CDP;71.1;20.2;0.3;0;29.7
OH;Canal Winchester village;91.6;5.1;0.1;1.2;1.2
MO;Canalou city;96.2;1.2;0.9;0;0.6
NY;Canandaigua city;95.1;1.8;0.3;0.7;2
NY;Canaseraga village;97.5;0.2;0.5;0;1.3
NY;Canastota village;95.9;1;0.5;0.5;2
CA;Canby CDP;92.7;0.6;2.2;0.3;7.6
MN;Canby city;97.9;0.3;0.1;0.3;2.4
OR;Canby city;81;0.6;1.2;1.1;21.3
GA;Candler-McAfee CDP;6.4;91.3;0.3;0.2;1.3
OH;Candlewood Lake CDP;97.8;0.3;0.4;0.4;0.7
ND;Cando city;96.1;0.2;2.3;0;0.5
NC;Candor town;54.8;10.7;1.9;0.4;40.6
NY;Candor village;97.3;0.8;0.1;0;1.6
AZ;Cane Beds CDP;94.4;0.7;2.2;0.2;2
SC;Cane Savannah CDP;60.8;35.7;0.4;0.2;1.3
KS;Caney city;86.2;0.7;5.8;0.2;5.1
TX;Caney City town;72.4;26.3;0;0.5;1.4
OK;Caney town;74.6;0;10.7;0.5;0
KY;Caneyville city;97.2;0.8;0.3;0;0.8
OH;Canfield city;96.4;0.4;0.1;1.8;1.5
NY;Canisteo village;98.5;0.5;0.1;0.4;1.1
SD;Canistota city;95;0;2;0.5;2.3
NM;Canjilon CDP;63.7;0.8;1.2;0.4;93.8
LA;Cankton village;87.8;9.1;0;0;2.7
IN;Cannelburg town;99.3;0;0;0;0.7
IN;Cannelton city;97.4;0.1;0.6;0.1;0.8
NM;Cannon AFB CDP;72.1;13;1.3;2.6;15.1
ND;Cannon Ball CDP;4.8;0.1;92.9;0;1.4
OR;Cannon Beach city;88.4;0.1;0.4;0.4;12.7
MN;Cannon Falls city;96.3;0.4;0.5;0.5;2.2
CT;Cannondale CDP;90.8;4.3;0;2.1;2.8
KY;Cannonsburg CDP;98.1;0.4;0.4;0.1;1.1
UT;Cannonville town;95.2;0;0.6;0;1.2
GA;Canon city;90.4;2.9;0.7;1;6.6
PA;Canonsburg borough;87.4;7.6;0.1;1;1.8
GA;Canoochee CDP;76.1;22.5;0;1.4;0
NM;Canova CDP;83.1;0;5.9;0.8;76.3
SD;Canova town;98.1;1.9;0;0;7.6
WA;Canterwood CDP;87.9;0.9;1;5.4;3.3
PA;Canton borough;97.4;0.1;0.3;0.1;1.4
GA;Canton city;75.6;8.9;0.8;1.3;22.5
IL;Canton city;86.1;8.2;0.5;0.5;4.5
KS;Canton city;96.9;0.4;0.1;0.1;1.9
MN;Canton city;99.7;0;0;0;0.6
MS;Canton city;19.5;74.7;0.2;0.6;5.5
MO;Canton city;92;5.3;0.2;0.5;1.8
OH;Canton city;69.1;24.2;0.5;0.3;2.6
SD;Canton city;95.8;0.3;1.3;0.8;1.7
TX;Canton city;91.1;2.3;1.1;1;7.3
ND;Canton City city;97.8;0;0;0;0
NC;Canton town;93.6;1.8;0.7;0.1;5
OK;Canton town;73;0;18.6;0.2;7.2
CT;Canton Valley CDP;95.3;1.1;0;1.2;2.2
NY;Canton village;88;6.2;0.5;1.9;4.4
IL;Cantrall village;94.2;0;0.7;0;5.8
IA;Cantril city;98.6;0;0;0.5;0.5
TX;Cantu Addition CDP;92.6;0;0.5;0;95.7
CA;Cantua Creek CDP;52.4;1.1;0.6;0.2;98.9
AK;Cantwell CDP;77.2;0.5;15.5;0;1.4
OK;Canute town;89.1;0.2;2.2;0;9.1
TX;Canutillo CDP;94.7;1.1;0.2;0.4;90.8
TX;Canyon city;88.5;2.4;0.7;1.8;15.7
OR;Canyon City town;95.2;0;2.7;0.3;2.6
TX;Canyon Creek CDP;87.7;0.9;1.2;0.2;14.6
WA;Canyon Creek CDP;92.5;0.4;0.8;0.9;4.6
AZ;Canyon Day CDP;0.1;0;99.5;0;1.2
TX;Canyon Lake CDP;92.7;0.7;0.7;0.5;13.4
CA;Canyon Lake city;89.9;1.2;0.6;1.8;12.3
CA;Canyondam CDP;83.9;0;9.7;6.5;6.5
OR;Canyonville city;86.3;0.4;2.7;4.6;5.5
MI;Capac village;87.7;0.3;0.6;0.1;18.9
FL;Cape Canaveral city;92.9;2.4;0.3;1.8;5.7
NC;Cape Carteret town;95.3;1.1;0.6;1.8;1.6
VA;Cape Charles town;64.6;31.1;0.3;0.4;7.4
FL;Cape Coral city;88.2;4.3;0.3;1.5;19.5
MO;Cape Girardeau city;81.1;12.8;0.2;1.9;2.8
NJ;Cape May city;89;4.9;0.3;0.7;8.6
NJ;Cape May Court House CDP;85.1;9.3;0.1;2.4;3
NJ;Cape May Point borough;94.5;2.7;0;0.3;0.3
OR;Cape Meares CDP;96;0;0;0;0
ME;Cape Neddick CDP;98.2;0.3;0.1;0.2;1.1
TX;Cape Royale CDP;93.9;3.6;0.7;0;4.5
MD;Cape St. Claire CDP;90.8;4.3;0.3;1.6;4.5
NY;Cape Vincent village;97.4;0.4;0;0;2.3
NM;Capitan village;84.4;0.5;0.9;0.1;24.8
MD;Capitol Heights town;3.3;91.3;0.3;0.1;5.4
CA;Capitola city;80.3;1.2;0.6;4.3;19.7
WV;Capon Bridge town;96.9;1.7;0;0;3.1
OK;Capron town;100;0;0;0;0
VA;Capron town;81.9;17.5;0;0;0
IL;Capron village;80.1;1.1;1.1;0.4;30.9
HI;Captain Cook CDP;31.4;0.7;0.4;27.6;9.5
VA;Captains Cove CDP;90.5;6.5;0;1.1;2.3
FL;Captiva CDP;78;20.1;0;1;3.6
CO;Capulin CDP;56;1;6;1;83
NM;Capulin CDP;93.9;0;0;0;36.4
AR;Caraway city;98.5;0.2;0.2;0;3.3
IA;Carbon city;97.1;0;2.9;0;2.9
IL;Carbon Cliff village;79.9;12.4;0.3;0.6;10
OH;Carbon Hill CDP;94.8;0;1.7;1.3;0.4
AL;Carbon Hill city;89.4;8.2;0.2;0.1;1.2
IL;Carbon Hill village;99.4;0;0;0.6;4.1
IN;Carbon town;96.7;0;0;0;3
TX;Carbon town;89;0.7;0;0;15.8
WA;Carbonado town;93.1;0.7;1;1.1;4.8
IL;Carbondale city;62.4;25.6;0.4;5.7;5.4
KS;Carbondale city;95.8;0.3;1.2;0.2;2.9
PA;Carbondale city;96.3;1;0.2;0.4;3.1
CO;Carbondale town;74.8;1.1;0.9;0.6;39.3
UT;Carbonville CDP;90;0.3;1.6;0.1;12.3
AL;Cardiff town;94.5;5.5;0;0;0
OK;Cardin town;100;0;0;0;0
OH;Cardington village;97.9;0.1;0;0.2;0.8
MT;Cardwell CDP;98;0;0;0;0
MO;Cardwell city;96.4;0.4;0.3;0;3.4
AZ;Carefree town;95.5;0.5;0.3;1.7;2.9
LA;Carencro city;53.5;41.7;0.6;0.7;5.1
ID;Carey city;88.9;0.7;0.3;0.3;12.1
OH;Carey village;96.2;0.2;0.2;1.6;2
CA;Caribou CDP;(X);(X);(X);(X);(X)
ME;Caribou city;96;0.4;1.4;0.7;0.8
MO;Carl Junction city;93.3;1;1.3;1;2.9
GA;Carl town;85.1;7.1;0.4;4.3;3.9
NY;Carle Place CDP;84.2;2.1;0.1;7.9;11.1
MI;Carleton village;96.7;0.2;0.5;0.7;2
NE;Carleton village;96.7;1.1;0;0;0
NV;Carlin city;91.8;1.8;1.5;0.6;10.1
IL;Carlinville city;96.5;1.5;0.2;0.5;1.1
PA;Carlisle borough;84.3;8.3;0.2;2.3;4.5
OK;Carlisle CDP;61.7;2;28.1;0;0.7
AR;Carlisle city;85.6;12.5;0.2;0.2;1.4
IA;Carlisle city;96.7;0.4;0.1;0.5;2
KY;Carlisle city;97.1;0.8;0;0.3;1.3
OH;Carlisle city;98.3;0.4;0.1;0.1;1
IN;Carlisle town;97.1;0;0.6;0;2.7
SC;Carlisle town;8.9;87.8;0;0.2;0
AL;Carlisle-Rockledge CDP;95;0.9;0.9;0.1;3.1
IL;Carlock village;90.2;7.6;0;0.5;1.6
MD;Carlos CDP;100;0;0;0;0
MN;Carlos city;99;0.8;0;0;0.4
TX;Carl's Corner town;88.4;2.9;0.6;0;25.4
TX;Carlsbad CDP;85.1;6.1;0.4;0;16.8
CA;Carlsbad city;82.8;1.3;0.5;7.1;13.3
NM;Carlsbad city;77.4;1.9;1.3;1;42.5
WA;Carlsborg CDP;92.7;0.3;0.8;2.2;3.4
NJ;Carlstadt borough;81.4;2.4;0.2;8.2;18
AL;Carlton CDP;66.2;33.8;0;0;3.1
MT;Carlton CDP;96.3;0;1.3;1.2;0.9
GA;Carlton city;77.7;20.4;0.8;0.8;1.2
KS;Carlton city;100;0;0;0;0
MN;Carlton city;92;0.5;4.3;0.3;1.5
OR;Carlton city;90.6;0.2;0.9;0.8;5.8
IL;Carlyle city;95.2;2.7;0;0.9;1.3
LA;Carlyss CDP;89.1;7.4;0.3;1;1.7
IN;Carmel city;85.4;3;0.2;8.9;2.5
NY;Carmel Hamlet CDP;90.3;3;0.2;1.9;13.1
CA;Carmel Valley Village CDP;91.8;0.5;0.5;1.6;7.4
CA;Carmel-by-the-Sea city;93.1;0.3;0.2;3;4.7
OK;Carmen town;96.9;0.3;0.8;0.6;2.5
CA;Carmet CDP;91.5;0;0;2.1;0
IL;Carmi city;97.4;0.6;0.3;0.3;1.8
CA;Carmichael CDP;80.6;4.8;0.9;4.3;11.7
PA;Carmichaels borough;96.7;0.8;0;0;0.4
TX;Carmine city;95.6;2.4;0;0;8.4
WA;Carnation city;85.8;0.9;1;3.1;12.7
PA;Carnegie borough;87.7;7.4;0.2;1.6;1.6
OK;Carnegie town;61;0.8;25.1;0;14.7
CA;Carnelian Bay CDP;94.1;0.2;0.8;2.7;2.5
GA;Carnesville city;82.3;14.7;0;0.7;2.1
MD;Carney CDP;75.4;14.3;0.2;7;3.2
OK;Carney town;82.2;0.6;7.7;0;0.9
MI;Carney village;97.4;0;0.5;0.5;0.5
NJ;Carneys Point CDP;72.8;17.9;0.2;0.7;11.7
PA;Carnot-Moon CDP;86.8;6.4;0.1;3.5;2.5
NM;Carnuel CDP;78.4;0.6;2.3;0.6;53.3
MI;Caro village;95.5;0.7;0.4;0.8;5.3
NY;Caroga Lake CDP;97.9;0;0.2;0.4;0.2
IL;Carol Stream village;70.7;6.1;0.3;14.6;14.2
NC;Caroleen CDP;82.4;10;0.3;0;6.1
NC;Carolina Beach town;96.1;0.7;0.7;0.4;1.6
RI;Carolina CDP;96.6;0.5;0.4;0.4;1.1
WV;Carolina CDP;80.3;12.7;0.2;0;0.2
NC;Carolina Shores town;95.9;1.6;0.3;0.5;2.1
AL;Carolina town;96.6;0.3;0.3;0;0
WI;Caroline CDP;97.4;0.4;0.7;0;0.4
MI;Carp Lake CDP;91.9;0.6;3.4;0;0.6
WV;Carpendale town;98.9;0.5;0.1;0.3;0
WY;Carpenter CDP;100;0;0;0;7.4
IA;Carpenter city;98.2;1.8;0;0;0
IL;Carpentersville village;62.9;6.8;0.5;5.5;50.1
CA;Carpinteria city;71.7;0.8;1.1;2.3;48.7
ND;Carpio city;99.4;0;0.6;0;0
FL;Carrabelle city;69.5;27.6;0.3;0.4;8.7
NC;Carrboro town;70.9;10.1;0.4;8.2;13.8
CA;Carrick CDP;84;5.3;1.5;1.5;6.1
IL;Carrier Mills village;84.3;13;0;0.1;1.1
OK;Carrier town;92.9;0;1.2;0;0
ND;Carrington city;98.1;0.1;0.7;0.1;0.7
AZ;Carrizo CDP;1.6;0;98.4;0;0.8
TX;Carrizo Hill CDP;89.3;0.2;0;0;95.5
TX;Carrizo Springs city;87;1.3;0.4;0.7;89.6
NM;Carrizozo town;78.7;0.7;2.6;0;43.6
IA;Carroll city;96;0.5;0.1;0.7;2.4
PA;Carroll Valley borough;97.3;0.6;0.2;0.5;1.4
NE;Carroll village;96.5;0;0;0.4;7
OH;Carroll village;96.2;0.6;0.4;0.2;0
VA;Carrollton CDP;73.8;20.3;0.7;1.8;3.2
GA;Carrollton city;58.4;31.9;0.4;1.4;10.8
IL;Carrollton city;98.8;0;0.2;0.1;1.3
KY;Carrollton city;90.6;2;0.2;0.5;9.2
MO;Carrollton city;95.2;3;0.1;0.2;1.8
TX;Carrollton city;63.6;8.4;0.6;13.4;30
AL;Carrollton town;49;43.1;0.1;0;10.4
MS;Carrollton town;90.5;8.9;0.5;0;0
OH;Carrollton village;98.2;0.4;0;0.4;0.9
PA;Carrolltown borough;98.8;0.2;0;0;0.5
FL;Carrollwood CDP;80.8;7.8;0.2;3.8;27.4
VA;Carrsville CDP;76.6;22;0.3;0;1.9
KY;Carrsville city;100;0;0;0;0
WA;Carson CDP;90;0.5;2.1;0.5;7
CA;Carson city;23.8;23.8;0.6;25.6;38.6
IA;Carson city;98.8;0;0.2;0.1;2.3
NV;Carson City;81.1;1.9;2.4;2.1;21.3
ND;Carson city;99.3;0;0.3;0;0.7
MI;Carson City city;96.7;0.4;0.3;0.5;4.2
MI;Carsonville village;94.7;0.2;0.2;0.6;4.7
CA;Cartago CDP;68.5;0;7.6;0;17.4
MT;Carter CDP;100;0;0;0;0
WY;Carter CDP;100;0;0;0;0
IA;Carter Lake city;90.3;1;0.8;0.5;11.5
NV;Carter Springs CDP;87.3;0.9;5.2;0;14.8
OK;Carter town;92.6;0;2.3;0;7.4
NJ;Carteret borough;50.7;14.9;0.4;19;30.9
GA;Cartersville city;70.8;18.5;0.4;1;12.7
IL;Carterville city;93;2.5;0.2;1.2;1.9
MO;Carterville city;94.2;0.4;0.8;0.4;3.9
AR;Carthage city;15.2;79.6;0.6;0;2.6
IL;Carthage city;97.3;0.3;0.3;0.4;2
MS;Carthage city;39.5;47;3.5;0.2;12.3
MO;Carthage city;73.6;1.5;1;1;25.6
SD;Carthage city;96.5;0;0;0.7;0
TX;Carthage city;69.5;21.1;0.5;0.7;11
IN;Carthage town;98.6;0;0.2;0.2;0.3
NC;Carthage town;70.7;23.9;0.7;0.7;3.3
TN;Carthage town;88;7.2;0.9;0.3;3.3
NY;Carthage village;90;3.8;0.5;1.6;4.6
OK;Cartwright CDP;77.2;1.5;5.9;0.7;8.2
CA;Caruthers CDP;49;0.6;1.5;8.9;63.7
MO;Caruthersville city;63.9;33.1;0.3;0.2;2.4
MN;Carver city;89.8;1;0.2;6.3;2
MS;Cary town;34.8;63.9;0.3;0.6;0
NC;Cary town;73.1;8;0.4;13.1;7.7
IL;Cary village;91.9;0.7;0.2;2.4;8.9
MO;Carytown city;95.6;0;0;0;5.5
FL;Caryville town;62;32.6;0.2;0.5;2.9
TN;Caryville town;97.7;0;0.3;0.3;1.8
AZ;Casa Blanca CDP;1;0.3;96;0.1;13
TX;Casa Blanca CDP;77.8;0;0;0;100
NM;Casa Colorada CDP;86.8;0;0;0;71
CA;Casa Conejo CDP;78.8;0.8;0.6;4.9;26.2
CA;Casa de Oro-Mount Helix CDP;79.3;5.9;0.5;3.2;17.2
AZ;Casa Grande city;67.3;4.6;4.6;1.8;39
AR;Casa town;99.4;0;0;0.6;0
NC;Casar town;98;0;0.3;0;3.4
AZ;Casas Adobes CDP;84.5;2.1;1;3.2;20.9
TX;Casas CDP;92.3;0;0;0;100
ID;Cascade city;96.5;0.2;0.9;0.2;2.7
IA;Cascade city;96.2;0.4;0.1;0.2;3.6
OR;Cascade Locks city;87.7;0.5;1.8;0.9;9.1
MT;Cascade town;94.9;0;2.5;0;2.5
WA;Cascade Valley CDP;82.1;1.9;1.6;0.6;19.4
WI;Cascade village;97.7;0.4;0.3;0;3.8
CO;Cascade-Chipita Park CDP;93.8;1.2;0.9;0.7;5.1
VA;Cascades CDP;72.6;6;0.2;13.9;8.3
OR;Cascadia CDP;89.1;0;1.4;0;6.1
ME;Casco CDP;95.4;0.2;0.5;0.2;0.9
WI;Casco village;91.1;1;2.4;0;7.5
MI;Caseville village;97.8;0.4;0.1;0.1;0.9
IL;Casey city;98.2;0.4;0.1;0.3;1.8
IA;Casey city;96.7;0;0;2.1;1.4
IL;Caseyville village;84.3;9.8;0.5;0.5;9.2
AR;Cash town;94.4;0;0;0;4.7
NC;Cashiers CDP;87.3;5.7;0;0.6;7.6
TX;Cashion Community city;91.4;1.1;1.1;3.4;4.9
OK;Cashion town;88;0.4;5.7;1;3.6
WA;Cashmere city;77;0.3;1;0.5;28.4
WI;Cashton village;95.5;0.9;0;0;4.4
PA;Cashtown CDP;97.6;0.2;0.2;0;5.9
CA;Casmalia CDP;65.9;2.2;0;0.7;42
MI;Casnovia village;88.4;0.3;1.9;0;11.6
CA;Caspar CDP;93.1;0.6;0;1.6;2.9
WY;Casper city;92.3;1;0.9;0.8;7.4
WY;Casper Mountain CDP;96.8;0.2;1.5;0.2;1.7
MI;Caspian city;95;0;1.4;0.7;1.2
WV;Cass CDP;100;0;0;0;0
MI;Cass City village;96.9;0.2;0.5;0.5;2.5
MN;Cass Lake city;24.3;0.3;67.9;0.8;2.2
NY;Cassadaga village;98.3;0.2;0.2;0.3;0.8
PA;Cassandra borough;97.3;0;0;0;0
CA;Cassel CDP;93.7;0;1.4;0;2.9
FL;Casselberry city;80.1;8;0.4;2.9;22.6
PA;Casselman borough;100;0;0;0;0
ND;Casselton city;97.3;0.1;0.9;0.1;2.4
KS;Cassoday city;95.3;1.6;0;0.8;0
MI;Cassopolis village;60;29.3;1.1;2.4;4.5
OH;Casstown village;100;0;0;0;0
PA;Cassville borough;99.3;0;0;0;0
WV;Cassville CDP;95.3;2.7;0.1;0.3;0.7
MO;Cassville city;93.8;0.4;1.7;0.3;4.6
WI;Cassville village;98.6;0;0.1;0.2;0.3
CA;Castaic CDP;71.6;3.3;0.6;11.4;24.8
IA;Castalia city;100;0;0;0;1.2
NC;Castalia town;51.9;37.7;2.2;1.9;9
OH;Castalia village;97.1;0.1;0.4;0.1;3.3
TN;Castalian Springs CDP;93;4.5;0.4;0.9;1.3
IA;Castana city;100;0;0;0;0.7
PA;Castanea CDP;98;0.2;0.1;0.3;0.4
NY;Castile village;98.6;0.3;0.2;0.2;1.3
ME;Castine CDP;96.6;0.4;0.2;1.1;1.5
OH;Castine village;97.7;0;0.8;0;0
UT;Castle Dale city;97.1;0.2;1.3;0.2;2.9
NC;Castle Hayne CDP;80.4;13.1;0.6;0.4;4.7
CA;Castle Hill CDP;85.6;2.2;0.1;8.5;6
TX;Castle Hills city;90.5;1;0.3;1.7;38.9
CO;Castle Pines CDP;94;1.1;0.1;3.1;2.4
CO;Castle Pines North city;92.6;1.1;0.2;2.6;5.5
MO;Castle Point CDP;4.7;93.2;0.1;0.3;0.6
WA;Castle Rock city;91.4;0.1;2.2;0.2;4.9
CO;Castle Rock town;90.7;1.1;0.6;1.7;10
PA;Castle Shannon borough;93.9;2;0;2.4;1.1
OK;Castle town;70.8;4.7;15.1;2.8;7.5
UT;Castle Valley town;97.2;0;0.3;0.6;1.9
AL;Castleberry town;59.2;38.4;0.3;0;0.5
ID;Castleford city;87.6;0;0;0.4;35
VT;Castleton CDP;96.9;0.9;0.1;0.7;2.4
NY;Castleton-on-Hudson village;97;1.3;0;0.3;2.6
VA;Castlewood CDP;95.9;1.4;0.4;0.1;1.8
SD;Castlewood city;96.5;0.5;0.5;0.2;1.8
LA;Castor village;88.8;9.7;0.4;1.2;0.8
NY;Castorland village;98;0.6;0;0.3;2.8
CA;Castro Valley CDP;58;6.9;0.5;21.4;17.4
CA;Castroville CDP;43.3;1.5;1.5;2.6;90.1
TX;Castroville city;93.1;0.5;0.6;0.7;37.9
NC;Caswell Beach town;97.2;0;0.5;0.8;1.8
